i,Variety,BinName,Grower,Block,FilledTime,EmptiedTime,ElapsedTime,ElapsedSeconds,EndMoisture,Buyer,ShippedOn,CertWgt,Acceptable
194,Vina,E02,NT317,D8,3/19/2018 3:23 PM,3/20/2018 11:54 AM,16:33:11,59591,7.6,2359,20/03/2018,7200,yes
195,Vina,E03,NT317,D8,3/19/2018 3:24 PM,3/20/2018 12:53 PM,17:54:56,64496,7.6,3750,20/03/2018,9210,yes
196,Vina,E04,NT317,D8,3/19/2018 4:54 PM,3/20/2018 1:01 PM,1:17:49,4669,7.4,3750,20/03/2018,9210,yes
197,Vina,E05,NT317,D8,3/19/2018 4:54 PM,3/20/2018 2:12 PM,2:38:07,9487,7.9,2252,20/03/2018,9620,yes
198,Vina,E06,NT317,D8,3/20/2018 1:32 PM,3/20/2018 1:32 PM,,0,7.8,2585,20/03/2018,9250,yes
199,Vina,E07,NT317,D8,3/19/2018 6:00 PM,3/20/2018 4:29 PM,3:03:31,11011,7.9,3873,20/03/2018,9310,yes
200,Vina,E08,NT317,D8,3/19/2018 6:00 PM,3/20/2018 1:38 PM,14:49:12,53352,7.6,2585,20/03/2018,9250,yes
201,Vina,E09,NT317,D8,3/19/2018 6:23 PM,3/20/2018 2:17 PM,16:33:16,59596,7.7,2252,20/03/2018,9620,yes
202,Vina,E10,NT317,C10,3/19/2018 8:40 PM,3/20/2018 2:20 PM,1:09:42,4182,7.5,2252,20/03/2018,9620,yes
203,Vina,E11,NT317,C10,3/19/2018 8:40 PM,3/20/2018 4:23 PM,3:14:09,11649,7.5,3873,20/03/2018,9310,yes
204,Vina,E12,NT317,C10,3/19/2018 8:49 PM,3/20/2018 2:25 PM,17:23:24,62604,7.1,2252,20/03/2018,9620,yes
205,Vina,F01,NT317,C10,3/19/2018 8:40 PM,3/21/2018 1:32 AM,0:50:20,3020,3.8,2259,21/03/2018,9180,yes
206,Vina,F02,NT317,C10,3/19/2018 8:40 PM,3/21/2018 1:37 AM,0:50:20,3020,7.8,2259,21/03/2018,9180,yes
207,Vina,F03,NT317,C9,3/19/2018 9:22 PM,3/21/2018 2:32 AM,3:47:11,13631,3.4,3323,21/03/2018,9320,yes
208,Vina,F04,NT317,C9,3/19/2018 10:37 PM,3/20/2018 4:58 PM,16:39:20,59960,6.7,3095,20/03/2018,9270,yes
209,Vina,F05,NT317,C9,3/20/2018 2:54 PM,3/20/2018 2:54 PM,0:00:22,22,7.7,2525,20/03/2018,9550,yes
210,Vina,F06,NT317,C8,3/19/2018 10:38 PM,3/20/2018 2:59 PM,10:30:36,37836,7.6,2525,20/03/2018,9550,yes
211,Vina,F07,NT317,C8,3/19/2018 10:57 PM,3/20/2018 3:40 PM,10:50:48,39048,7.5,2073,20/03/2018,9820,yes
212,Vina,F08,NT317,C8,3/20/2018 4:51 AM,3/20/2018 3:48 PM,5:52:28,21148,5.6,2073,20/03/2018,9820,yes
213,Vina,F09,NT317,C8,3/20/2018 4:51 AM,3/20/2018 4:19 PM,0:44:23,2663,7.7,3873,20/03/2018,9310,yes
214,Vina,F10,NT317,C8,3/20/2018 4:51 AM,3/21/2018 2:36 AM,3:46:47,13607,6.6,3323,21/03/2018,9320,yes
215,Vina,F11,NT317,C7,3/20/2018 4:52 AM,3/21/2018 2:37 AM,3:46:21,13581,6.6,3323,21/03/2018,9320,yes
216,Vina,F12,NT317,C7,3/20/2018 4:52 AM,3/21/2018 2:40 AM,3:46:21,13581,6.6,3323,21/03/2018,9320,yes
217,Vina,A01,NT317,C7,3/20/2018 5:21 AM,3/21/2018 4:25 AM,12:56:59,46619,7.2,5998,21/03/2018,9420,yes
218,Vina,A02,NT317,C7,3/21/2018 4:33 AM,3/21/2018 4:33 AM,3:39:52,13192,30.5,5998,21/03/2018,9420,no
219,Vina,A03,NT317,C7,3/20/2018 5:21 AM,3/21/2018 5:18 AM,14:29:42,52182,7.4,3353,21/03/2018,8760,yes
220,Vina,A04,NT317,C7,3/20/2018 5:21 AM,,,0,,,,,no
221,Vina,A04,NT317,D7,3/20/2018 10:32 AM,3/21/2018 4:18 PM,24:19:20,87560,7,8037,21/03/2018,9410,yes
222,Vina,A05,NT317,D7,3/21/2018 4:29 PM,3/21/2018 4:29 PM,1:21:55,4915,7.2,8037,21/03/2018,9410,yes
223,Vina,A06,NT317,D7,3/20/2018 3:55 PM,3/21/2018 4:51 PM,1:30:11,5411,4,2028,21/03/2018,9030,yes
224,Vina,A07,NT317,D7,3/20/2018 3:55 PM,3/21/2018 4:57 PM,0:40:18,2418,7.8,2028,21/03/2018,9030,yes
225,Vina,A08,NT317,D4,3/20/2018 5:57 PM,3/21/2018 9:07 PM,4:28:01,16081,7.9,5539,21/03/2018,11060,yes
226,Vina,A09,NT317,D4,3/20/2018 5:57 PM,3/22/2018 2:22 AM,9:41:44,34904,6.4,2533,22/03/2018,8980,yes
227,Vina,A10,NT317,D4,3/20/2018 5:57 PM,3/21/2018 9:11 PM,2:18:06,8286,7.7,5539,21/03/2018,11060,yes
228,Vina,A11,NT317,D4,3/20/2018 6:01 PM,3/21/2018 5:45 PM,23:19:49,83989,7.7,3955,21/03/2018,8960,yes
229,Vina,A12,NT317,D4,3/21/2018 5:37 PM,3/21/2018 5:38 PM,0:00:25,25,27.9,3955,21/03/2018,8960,no
230,Vina,B01,NT317,D4,3/20/2018 6:57 PM,3/21/2018 9:15 PM,26:15:19,94519,2.9,5539,21/03/2018,11060,yes
231,Vina,B02,NT317,D4,3/20/2018 8:30 PM,3/22/2018 2:25 AM,4:18:07,15487,6.7,2533,22/03/2018,8980,yes
232,Lara,F12,NT224,E2 and E1,3/27/2018 3:54 PM,3/29/2018 4:59 PM,26:02:31,93751,5.7,3338,29/03/2018,8920,yes
233,Lara,D03,NT224,E2 and E1,3/27/2018 5:35 PM,3/29/2018 3:24 PM,24:24:59,87899,4.8,3337,29/03/2018,9170,yes
234,Lara,D04,NT224,E2 and E1,3/28/2018 4:54 PM,3/28/2018 4:54 PM,0:00:25,25,11.1,2797,28/03/2018,8690,yes
235,Lara,A02,NT224,E2 and E1,3/27/2018 5:35 PM,3/29/2018 3:16 PM,23:22:55,84175,3.3,3337,29/03/2018,9170,yes
236,Lara,A09,NT224,E2 and E1,3/27/2018 5:35 PM,3/29/2018 3:20 PM,40:45:42,146742,3,3337,29/03/2018,9170,yes
237,Vina,A03,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
238,Vina,A04,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
239,Vina,A05,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
240,Vina,A06,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
241,Vina,A07,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
242,Vina,A08,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
243,Vina,B01,NT317,D2,3/27/2018 10:23 PM,,,0,,,,,no
244,Vina,B02,NT317,D1,3/27/2018 10:39 PM,,,0,,,,,no
245,Vina,A03,NT317,D2,3/29/2018 8:26 AM,3/29/2018 8:26 AM,,0,2.8,2035,29/03/2018,9190,yes
246,Vina,A04,NT317,D2,3/27/2018 11:07 PM,3/29/2018 8:29 AM,22:46:25,81985,7.9,2035,29/03/2018,9190,yes
247,Vina,A05,NT317,D2,3/27/2018 11:07 PM,3/29/2018 8:54 AM,23:45:08,85508,5.5,5595,29/03/2018,9190,yes
248,Vina,A06,NT317,D2,3/29/2018 9:02 AM,3/29/2018 9:02 AM,0:00:27,27,99.9,5595,29/03/2018,9190,no
249,Vina,A07,NT317,D2,3/27/2018 11:07 PM,3/29/2018 9:23 AM,22:22:26,80546,4.8,3320,29/03/2018,9050,yes
250,Vina,A08,NT317,D2,3/27/2018 11:07 PM,3/29/2018 9:29 AM,22:55:48,82548,7.4,3320,29/03/2018,9050,yes
251,Vina,B01,NT317,D2,3/27/2018 11:07 PM,3/29/2018 9:33 AM,20:39:53,74393,6,3782,29/03/2018,9090,yes
252,Vina,B02,NT317,D2,3/29/2018 10:00 AM,3/29/2018 10:01 AM,,0,5,3782,29/03/2018,9090,yes
253,Vina,B03,NT317,D1,3/27/2018 11:07 PM,3/29/2018 10:05 AM,18:42:49,67369,6.4,3222,29/03/2018,9150,yes
254,Vina,B04,NT317,D1,3/28/2018 12:12 AM,3/29/2018 10:37 AM,18:09:02,65342,5.5,3222,29/03/2018,9150,yes
255,Vina,B06,NT317,D1,3/28/2018 12:12 AM,3/29/2018 11:33 AM,19:05:59,68759,4.4,2052,29/03/2018,9390,yes
256,Vina,B05,NT317,D1,3/28/2018 1:19 AM,3/29/2018 10:44 AM,19:00:33,68433,6.5,3222,29/03/2018,9150,yes
257,Vina,B07,NT317,D1,3/28/2018 1:19 AM,3/29/2018 11:39 AM,18:37:02,67022,5.7,2052,29/03/2018,9390,yes
258,Vina,B08,NT317,D1,3/29/2018 6:55 AM,3/30/2018 1:56 AM,,0,2.5,2528,31/03/2018,2180,yes
259,Vina,B09,NT317,D1,3/28/2018 2:07 AM,3/29/2018 12:01 PM,15:51:22,57082,5.5,2873,29/03/2018,9030,yes
260,Vina,B10,NT317,D1,3/28/2018 2:07 AM,3/29/2018 12:03 PM,7:43:20,27800,3.5,2873,29/03/2018,9030,yes
261,Lara,D01,30424,1820 Mainline,3/28/2018 4:33 AM,3/30/2018 12:15 PM,52:01:22,187282,2.6,2995,30/03/2018,7030,yes
262,Lara,B11,30424,1820 Mainline,3/30/2018 1:28 PM,3/30/2018 1:28 PM,0:22:12,1332,20,2558,30/03/2018,6750,no
263,Lara,D02,30424,1821 Mainline,3/28/2018 4:33 AM,3/30/2018 12:21 PM,2:10:31,7831,5.7,2995,30/03/2018,7030,yes
264,Lara,B12,30424,1821 Mainline,3/28/2018 4:33 AM,3/30/2018 1:29 PM,0:01:46,106,6.3,2558,30/03/2018,6750,yes
265,Lara,D05,30424,1823 Mainline,3/30/2018 1:25 PM,3/30/2018 1:25 PM,,0,6,2558,30/03/2018,6750,yes
266,Lara,A10,30424,1823 Mainline,3/28/2018 4:33 AM,3/30/2018 12:27 PM,55:20:17,199217,6,2995,30/03/2018,7030,yes
267,Lara,A11,NT224,E6,3/28/2018 8:11 AM,3/28/2018 8:58 AM,0:46:31,2791,6,3335,28/03/2018,8910,yes
268,Lara,C03,30424,1812 Spring,3/28/2018 10:34 AM,3/30/2018 12:27 PM,48:43:51,175431,6,2995,30/03/2018,7030,yes
269,Vina,C01,NT317,D3,3/28/2018 11:47 AM,3/29/2018 12:08 PM,17:38:13,63493,7.6,2873,29/03/2018,9030,yes
270,Vina,C02,NT317,D3,3/28/2018 11:47 AM,3/29/2018 12:58 PM,17:20:25,62425,7.5,5353,29/03/2018,10660,yes
271,Vina,C04,NT317,D3,3/28/2018 11:47 AM,3/29/2018 1:05 PM,15:55:51,57351,7.8,5353,29/03/2018,10660,yes
272,Vina,C05,NT317,D3,3/28/2018 11:47 AM,3/29/2018 1:12 PM,16:45:15,60315,7.7,5353,29/03/2018,10660,yes
273,Vina,C06,NT317,D3,3/28/2018 1:41 PM,3/29/2018 2:06 PM,0:50:37,3037,7.6,5525,29/03/2018,10370,yes
274,Vina,C07,NT317,D3,3/28/2018 1:41 PM,3/29/2018 2:12 PM,0:09:18,558,7.8,5525,29/03/2018,10370,yes
275,Vina,C08,NT317,D3,3/29/2018 2:43 PM,3/29/2018 2:43 PM,1:10:49,4249,4.3,3290,29/03/2018,8480,yes
276,Vina,C09,NT317,D3,3/29/2018 2:45 PM,3/29/2018 2:46 PM,0:00:26,26,8.7,3290,29/03/2018,8480,yes
277,Howard,C10,NT218,F9 and G7,3/28/2018 4:10 PM,3/30/2018 9:30 AM,2:01:19,7279,6.3,2797,30/03/2018,8450,yes
278,Howard,C11,NT218,F9 and G7,3/28/2018 4:10 PM,3/30/2018 11:09 AM,2:01:19,7279,6.6,2797,30/03/2018,8450,yes
279,Howard,C12,NT218,F10 and G7,3/28/2018 4:12 PM,3/30/2018 11:09 AM,2:01:19,7279,6,2797,30/03/2018,8450,yes
280,Howard,D06,NT218,F10 and G7,3/28/2018 4:12 PM,3/30/2018 11:13 AM,2:04:54,7494,3,5535,30/03/2018,5720,yes
281,Howard,D07,NT218,F10 and G7,3/28/2018 4:12 PM,3/30/2018 11:19 AM,2:02:39,7359,4.4,3095,30/03/2018,8640,yes
282,Howard,D08,NT218,F10 and G7,3/28/2018 7:27 PM,3/30/2018 11:26 AM,1:45:22,6322,4.6,3095,30/03/2018,8640,yes
283,Howard,D04,NT218,F8 and G7,3/28/2018 9:09 PM,3/30/2018 11:09 AM,0:44:32,2672,4,2797,30/03/2018,8450,yes
284,Howard,D09,NT218,F8 and G7,3/28/2018 9:09 PM,3/30/2018 11:46 AM,0:02:34,154,3.8,5535,30/03/2018,5720,yes
285,Howard,D10,NT218,F8 and G7,3/28/2018 9:15 PM,3/28/2018 9:39 PM,0:02:34,154,2.6,5535,30/03/2018,5720,yes
286,Vina,E02,NT317,D4,3/28/2018 10:43 PM,3/30/2018 2:28 PM,37:53:54,136434,4.9,5323,30/04/2018,10410,yes
287,Vina,E03,NT317,D4,3/28/2018 10:43 PM,3/30/2018 2:34 PM,30:23:20,109400,6.2,5323,30/04/2018,10410,yes
288,Vina,E04,NT317,D4,3/28/2018 10:43 PM,3/30/2018 2:40 PM,36:23:12,130992,7.4,5323,30/04/2018,10410,yes
289,Vina,E05,NT317,D4,3/28/2018 10:43 PM,3/30/2018 3:24 PM,30:22:00,109320,7.1,2597,30/03/2018,6080,yes
290,Vina,D11,NT317,D3,3/29/2018 9:02 AM,3/29/2018 9:03 AM,5:36:25,20185,2.7,3290,29/03/2018,8480,yes
291,Vina,A01,NT317,C4,3/29/2018 11:19 AM,3/30/2018 1:58 PM,25:21:18,91278,7.9,3825,30/03/2018,9130,yes
292,Vina,A03,NT317,C4,3/29/2018 11:42 AM,3/30/2018 2:04 PM,24:24:31,87871,7.7,3825,30/03/2018,9130,yes
293,Vina,G1,NT317,C4,3/29/2018 12:40 PM,,,0,,,,,no
294,Vina,J1,NT317,C4,3/29/2018 2:27 PM,,,0,,,,,no
295,Vina,A04,NT317,C4,3/29/2018 3:02 PM,4/01/2018 9:28,26:55:06,96906,2.6,5075,1/04/2018,10770,yes
296,Vina,J1,NT317,C4,3/29/2018 3:02 PM,4/06/2018 10:08,61:31:43,221503,3.7,5529,6/04/2018,9980,yes
297,Vina,J2,NT317,C4,3/29/2018 3:02 PM,4/06/2018 10:08,113:45:05,409505,3.5,5529,6/04/2018,9980,yes
298,Howard,J3,NT218,F7 and G7,3/29/2018 3:12 PM,4/07/2018 13:51,92:39:54,333594,3.2,2333,7/04/2018,8420,yes
299,Howard,J4,NT218,F7 and G7,3/29/2018 3:12 PM,4/07/2018 13:55,50:02:31,180151,3.15,2553,7/04/2018,8660,yes
300,Howard,A05,NT218,F6,3/29/2018 4:44 PM,3/30/2018 9:24 AM,2:12:37,7957,4.8,3337,30/03/2018,8410,yes
301,Howard,A02,NT218,F6,3/29/2018 4:44 PM,3/30/2018 9:19 AM,16:34:53,59693,3.1,3337,30/03/2018,8410,yes
302,Vina,A06,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 10:04 AM,17:23:49,62629,7.7,2002,31/03/2018,9280,yes
303,Vina,A07,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 10:41 AM,18:03:36,65016,4.9,3533,31/03/2018,9210,yes
304,Vina,A08,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 10:47 AM,19:09:15,68955,5.3,3533,31/03/2018,9210,yes
305,Vina,A09,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 10:51 AM,0:27:09,1629,7.1,5735,31/03/2018,10840,yes
306,Vina,A12,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 11:14 AM,1:38:35,5915,7.1,5735,31/03/2018,10840,yes
307,Vina,A11,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 11:11 AM,0:27:09,1629,7.4,5735,31/03/2018,10840,yes
308,Vina,B01,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 8:15 AM,29:08:16,104896,7.6,2305,31/03/2018,9340,yes
309,Vina,B02,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 8:21 AM,26:03:38,93818,7.6,2305,31/03/2018,9340,yes
310,Vina,B03,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 8:49 AM,28:17:02,101822,5.5,2553,31/03/2018,9250,yes
311,Vina,B04,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 8:55 AM,26:41:12,96072,7.8,2553,31/03/2018,9250,yes
312,Vina,B05,NT317,C2 - Chilli,3/31/2018 9:25 AM,3/31/2018 9:25 AM,0:00:27,27,15.4,3057,31/03/2018,9230,no
313,Vina,B06,NT317,C2 - Chilli,3/31/2018 9:31 AM,3/31/2018 9:31 AM,,0,6.4,3057,31/03/2018,9230,yes
314,Vina,B09,NT317,C2 - Chilli,3/30/2018 12:30 AM,3/31/2018 11:53 AM,35:22:46,127366,6.4,5735,31/03/2018,10840,yes
315,Vina,B07,NT317,C3,3/30/2018 12:31 AM,3/31/2018 9:55 AM,27:54:12,100452,3.1,2002,31/03/2018,9280,yes
316,Vina,B10,NT317,C3,3/31/2018 10:01 AM,3/31/2018 10:02 AM,,0,3.8,2002,31/03/2018,9280,yes
317,Vina,C01,NT317,C3,3/30/2018 12:31 AM,3/31/2018 11:21 AM,31:06:03,111963,7.6,5735,31/03/2018,10840,yes
318,Vina,C02,NT317,C3,3/30/2018 2:51 AM,3/31/2018 11:41 AM,26:15:39,94539,3.7,2335,31/03/2018,9490,yes
319,Vina,C04,NT317,C3,3/30/2018 2:51 AM,3/31/2018 11:47 AM,24:47:52,89272,4.5,2335,31/03/2018,9490,yes
320,Vina,C05,NT317,C3,3/30/2018 2:51 AM,3/31/2018 11:59 AM,24:30:02,88202,7.7,2335,31/03/2018,9490,yes
321,Vina,C09,NT317,C3,3/30/2018 2:51 AM,3/31/2018 1:21 PM,2:56:42,10602,6.4,3075,31/03/2018,8160,yes
322,Vina,C06,NT317,B1,3/30/2018 5:28 AM,,,0,,,,,no
323,Vina,C07,NT317,B1,3/30/2018 5:28 AM,,,0,,,,,no
324,Vina,C08,NT317,B1,3/30/2018 5:28 AM,,,0,,,,,no
325,Vina,D11,NT317,B1,3/30/2018 5:28 AM,,,0,,,,,no
326,Lara,E01,30424,1834 Bellbrook,3/30/2018 10:07 AM,4/01/2018 14:34,1:52:03,6723,3.7,3853,1/04/2018,7030,yes
327,Lara,E06,30424,1832 Bellbrook,3/30/2018 10:08 AM,3/31/2018 2:06 PM,27:53:49,100429,6.1,8037,31/03/2018,7290,yes
328,Lara,E07,30424,1832 Bellbrook,3/30/2018 10:08 AM,3/31/2018 2:11 PM,0:15:07,907,6,8037,31/03/2018,7290,yes
329,Lara,E08,30424,1831 Bellbrook,3/30/2018 10:08 AM,3/31/2018 2:39 PM,27:59:06,100746,3,5550,31/03/2018,7950,yes
330,Lara,E09,30424,1830 Bellbrook,3/31/2018 2:44 PM,3/31/2018 2:44 PM,0:51:46,3106,3.2,5550,31/03/2018,7950,yes
331,Lara,E10,30424,1830 Bellbrook,3/30/2018 10:09 AM,3/31/2018 2:47 PM,27:51:55,100315,6.3,5550,31/03/2018,7950,yes
332,Lara,E11,30424,1829 Bellbrook,3/30/2018 10:09 AM,3/31/2018 3:16 PM,0:43:39,2619,2.8,3350,31/03/2018,3950,yes
333,Lara,F10,30424,1829 Bellbrook,3/30/2018 10:09 AM,4/01/2018 15:28,45:33:51,164031,2.8,2272,1/04/2018,5540,yes
334,Lara,F09,30424,1829 Bellbrook,3/30/2018 10:09 AM,4/01/2018 15:28,,0,8,2272,1/04/2018,5540,yes
335,Lara,F05,30424,1827 Hawthorn + 1828 Bellbrook,3/30/2018 10:10 AM,4/02/2018 14:50,25:42:56,92576,5.5,2059,2/04/2018,6550,yes
336,Lara,F03,30424,1827 Hawthorn + 1828 Bellbrook,3/30/2018 10:10 AM,4/01/2018 15:08,,0,7.8,3375,1/04/2018,6990,yes
337,Lara,D03,30424,1834 Bellbrook,3/30/2018 10:11 AM,3/31/2018 3:10 PM,26:36:20,95780,2.8,3350,31/03/2018,3950,yes
338,Lara,D12,30424,1831 Bellbrook,3/31/2018 2:52 PM,3/31/2018 2:53 PM,27:00:45,97245,11.1,5550,31/03/2018,7950,yes
339,Howard,J5,NT218,F5,3/30/2018 11:13 AM,4/07/2018 14:17,50:02:31,180151,3.5,2553,7/04/2018,8660,yes
340,Howard,J6,NT218,F4,3/30/2018 11:16 AM,4/07/2018 14:44,50:02:31,180151,2.9,2028,7/04/2018,2800,yes
341,Vina,C06,NT317,C1,3/30/2018 12:04 PM,3/31/2018 12:17 PM,12:57:10,46630,4.6,3322,31/03/2018,9560,yes
342,Vina,C07,NT317,C1,3/30/2018 12:04 PM,3/31/2018 12:22 PM,12:38:00,45480,7.3,3322,31/03/2018,9560,yes
343,Vina,C08,NT317,C1,3/30/2018 12:04 PM,3/31/2018 1:17 PM,13:34:59,48899,3.9,3075,31/03/2018,8160,yes
344,Vina,D11,NT317,C1,3/30/2018 12:04 PM,4/01/2018 8:35,30:28:00,109680,6.3,5390,1/04/2018,10410,yes
345,Vina,J7,NT317,C1,3/30/2018 2:48 PM,4/06/2018 11:58,90:27:47,325667,3.75,3085,6/04/2018,9410,yes
346,Vina,J8,NT317,C1,3/30/2018 2:48 PM,4/06/2018 12:07,90:27:47,325667,3.85,2072,6/04/2018,9780,yes
347,Vina,J9,NT317,C1,3/30/2018 2:48 PM,4/06/2018 15:37,22:15:31,80131,3.9,2072,6/04/2018,9780,yes
348,Vina,J10,NT317,C1,3/30/2018 2:48 PM,4/06/2018 15:42,22:15:31,80131,3.85,5373,6/04/2018,4510,yes
349,Vina,I1,NT317,C1,3/30/2018 2:48 PM,4/06/2018 17:20,70:42:32,254552,4.8,5373,6/04/2018,4510,yes
350,Vina,I2,NT317,C1,3/30/2018 2:48 PM,4/07/2018 11:11,16:56:38,60998,5.55,2255,7/04/2018,8790,yes
351,Vina,E03,NT317,C1,3/30/2018 3:37 PM,,,0,,,,,no
352,Vina,E04,NT317,C1,3/30/2018 3:37 PM,,,0,,,,,no
353,Vina,I3,NT317,C1,3/30/2018 3:38 PM,4/07/2018 11:37,16:56:38,60998,4.85,2255,7/04/2018,8790,yes
354,Vina,I4,NT317,C1,3/30/2018 3:38 PM,4/07/2018 12:04,16:56:38,60998,4.9,5033,7/04/2018,10270,yes
355,Vina,I5,NT317,B3,3/30/2018 5:29 PM,4/07/2018 12:16,16:56:12,60972,3.5,5033,7/04/2018,10270,yes
356,Vina,I6,NT317,B3,3/30/2018 5:29 PM,4/07/2018 13:19,0:39:18,2358,4,3523,7/04/2018,5660,yes
357,Vina,D01,NT317,B3,3/30/2018 8:45 PM,3/31/2018 4:24 PM,0:55:04,3304,5.6,5535,31/03/2018,10780,yes
358,Vina,D02,NT317,B3,3/30/2018 8:45 PM,3/31/2018 4:31 PM,19:34:55,70495,6.9,5535,31/03/2018,10780,yes
359,Vina,D04,NT317,B4,3/30/2018 11:02 PM,4/01/2018 9:36,9:13:19,33199,7.4,3523,2/04/2018,5020,yes
360,Vina,D05,NT317,B4,3/30/2018 11:02 PM,3/31/2018 4:54 PM,0:16:31,991,3.2,5535,31/03/2018,10780,yes
361,Vina,D06,NT317,B4,3/30/2018 11:02 PM,3/31/2018 5:01 PM,16:31:49,59509,2.8,5500,31/03/2018,10810,yes
362,Vina,D07,NT317,B4,3/30/2018 11:02 PM,3/31/2018 5:09 PM,0:36:05,2165,7.4,5500,31/03/2018,10810,yes
363,Vina,D08,NT317,B5,3/30/2018 11:06 PM,4/01/2018 8:23,17:10:10,61810,7.8,5390,1/04/2018,10410,yes
364,Vina,D09,NT317,B5,3/30/2018 11:06 PM,4/01/2018 8:28,0:05:19,319,7.8,5390,1/04/2018,10410,yes
365,Vina,D10,NT317,B5,3/30/2018 11:06 PM,4/01/2018 8:32,0:05:19,319,4.3,5390,1/04/2018,10410,yes
366,Vina,A01,NT317,B5,3/30/2018 11:09 PM,4/01/2018 8:58,22:38:56,81536,6.9,2035,1/04/2018,9480,yes
367,Vina,A02,NT317,B5,3/31/2018 2:12 AM,4/01/2018 9:05,0:08:27,507,6.7,2035,1/04/2018,9480,yes
368,Vina,A03,NT317,B5,4/01/2018 9:28,4/01/2018 9:29,24:29:25,88165,16,5075,1/04/2018,10770,no
369,Lara,A05,30424,1835 Bellbrook,3/31/2018 2:39 AM,4/01/2018 15:28,32:04:08,115448,6.1,2272,1/04/2018,5540,yes
370,Lara,A10,30424,1835 Bellbrook,3/31/2018 2:39 AM,4/01/2018 15:28,15:52:17,57137,5.6,2272,1/04/2018,5540,yes
371,Lara,E02,30424,1836 Bellbrook,3/31/2018 2:39 AM,4/01/2018 14:34,,0,6.8,3853,1/04/2018,7030,yes
372,Lara,E12,30424,1836 Bellbrook,3/31/2018 2:39 AM,4/02/2018 14:22,46:02:23,165743,5.8,3337,2/04/2018,5780,yes
373,Lara,E03,30424,1837 Bellbrook + 1838 Pump,3/31/2018 2:39 AM,4/01/2018 15:08,,0,6.3,3375,1/04/2018,6990,yes
374,Lara,C10,30424,1837 Bellbrook + 1838 Pump,3/31/2018 2:39 AM,4/04/2018 15:06,53:01:00,190860,3,2205,4/04/2018,3190,yes
375,Lara,C11,30424,1837 Bellbrook + 1838 Pump,3/31/2018 2:39 AM,4/04/2018 15:17,53:12:52,191572,3,2205,4/04/2018,3190,yes
376,Howard,B01,NT218,G5,3/31/2018 11:03 AM,3/31/2018 3:38 PM,2:44:16,9856,6.6,3082,31/03/2018,8780,yes
377,Howard,B02,NT218,G6,3/31/2018 12:04 PM,3/31/2018 3:44 PM,1:34:21,5661,6.5,3082,31/03/2018,8780,yes
378,Howard,B03,NT218,G6,3/31/2018 4:02 PM,3/31/2018 4:02 PM,1:48:27,6507,65.1,2028,31/03/2018,960,no
379,Vina,B04,NT317,B2,3/31/2018 12:14 PM,4/01/2018 13:37,24:02:22,86542,7.8,2755,1/04/2018,9490,yes
380,Vina,B05,NT317,B2,3/31/2018 4:01 PM,4/01/2018 13:37,1:38:23,5903,7.9,2755,1/04/2018,9490,yes
381,Vina,B06,NT317,B2,3/31/2018 4:02 PM,4/01/2018 14:26,2:10:58,7858,8.1,5595,1/04/2018,8020,yes
382,Vina,B07,NT317,B2,3/31/2018 4:02 PM,4/01/2018 14:26,22:24:19,80659,8.5,5595,1/04/2018,8020,yes
383,Vina,B08,NT317,B2,3/31/2018 7:38 PM,4/02/2018 9:53,24:59:16,89956,6.2,2352,2/04/2018,9250,yes
384,Howard,B01,NT218,G3,3/31/2018 4:17 PM,4/01/2018 10:29,3:05:58,11158,5.5,3009,1/04/2018,10380,yes
385,Howard,B02,NT218,G3,4/01/2018 10:41,4/01/2018 10:41,0:00:25,25,4.9,3009,1/04/2018,10380,yes
386,Howard,B03,NT218,G2,3/31/2018 5:38 PM,4/01/2018 10:34,1:36:08,5768,4.6,3009,1/04/2018,10380,yes
387,Howard,B09,NT218,G2,3/31/2018 5:38 PM,4/01/2018 11:53,18:14:22,65662,4.6,3009,1/04/2018,10380,yes
388,Vina,B10,NT317,B2,3/31/2018 9:38 PM,4/02/2018 9:59,23:36:16,84976,6.7,2352,2/04/2018,9250,yes
389,Vina,B12,NT317,B2,3/31/2018 9:38 PM,4/02/2018 10:18,23:44:35,85475,7.5,2235,2/04/2018,9580,yes
390,Vina,B11,NT317,B2,3/31/2018 9:38 PM,4/02/2018 10:02,0:03:59,239,6.9,2352,2/04/2018,9250,yes
